loc_rowid,pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_bmasse,pl_bmassj,pl_orbeccen,st_mass,st_logg,sy_dist
3397,HD 89345 b,HD 89345,1,1,Transit,2018,11.8143,38.45743,0.121,0.22,1.32,4.08,132.345
3400,HD 89744 b,HD 89744,2,1,Radial Velocity,1999,256.78,2682.37,8.44,0.673,1.56,,38.6364
3402,HD 89839 b,HD 89839,1,1,Radial Velocity,2023,3448.0,1652.70772,5.2,0.2,1.3,,57.3063
3404,HD 90156 b,HD 90156,1,1,Radial Velocity,2009,49.609,11.79143,0.0371,0.16,0.86,4.44,21.9496
3405,HD 9174 b,HD 9174,1,1,Radial Velocity,2016,1179.0,352.7913,1.11,0.12,1.03,4.03,81.4893
3411,HD 92788 b,HD 92788,1,2,Radial Velocity,2000,326.7,1061.5522,3.34,0.3,1.06,4.41,34.6538
3413,HD 92788 c,HD 92788,1,2,Radial Velocity,2019,11611.2975,1166.4361,3.67,0.46,1.15,4.39,34.6538
3414,HD 93083 b,HD 93083,1,1,Radial Velocity,2005,143.58,117.59,0.37,0.14,0.7,4.26,28.5159
3415,HD 93351 b,HD 93351,1,2,Radial Velocity,2022,2.45946,3.49611,0.011,0.549,0.94,,56.163
3416,HD 93351 c,HD 93351,1,2,Radial Velocity,2022,14010.2941,4154.01728,13.07,0.109,0.94,,56.163
3417,HD 93385 b,HD 93385,1,3,Radial Velocity,2021,7.3426,4.2,0.01321,0.295,1.04,4.42,43.3475
3418,HD 93385 c,HD 93385,1,3,Radial Velocity,2021,13.18,7.1,0.02234,0.2,1.04,4.42,43.3475
3419,HD 93385 d,HD 93385,1,3,Radial Velocity,2021,45.85,8.7,0.02737,0.09,1.04,4.42,43.3475
3421,HD 93963 A b,HD 93963 A,2,2,Transit,2022,1.0391353,7.8,0.02454,,1.11,4.49,82.3432
3423,HD 93963 A c,HD 93963 A,2,2,Transit,2022,3.6451549,,,,,4.43,82.3432
3424,HD 9446 b,HD 9446,1,2,Radial Velocity,2009,30.052,222.472,0.7,0.2,1.0,4.53,50.3503
3425,HD 9446 c,HD 9446,1,2,Radial Velocity,2009,192.9,578.426,1.82,0.06,1.0,4.53,50.3503
3426,HD 94771 b,HD 94771,1,1,Radial Velocity,2023,2164.0,169.0,0.53,0.39,1.2,3.94,57.7807
3427,HD 94834 b,HD 94834,1,1,Radial Velocity,2018,1576.0,400.4658,1.26,0.14,1.11,3.22,98.1609
3432,HD 95086 b,HD 95086,1,1,Imaging,2013,,1430.235,4.5,,1.77,4.34,86.2279
3434,HD 95089 b,HD 95089,1,2,Radial Velocity,2009,464.4,400.4658,1.26,0.119,1.54,3.24,136.957
3436,HD 95089 c,HD 95089,1,2,Radial Velocity,2018,1860.0,1261.7851,3.97,0.294,1.38,,136.957
3438,HD 95127 b,HD 95127,1,1,Radial Velocity,2015,482.0,3378.5329,10.63,0.11,3.7,1.78,676.579
3440,HD 95338 b,HD 95338,1,1,Radial Velocity,2020,55.087,42.44,0.13353,0.197,0.83,4.54,36.9941
3443,HD 95544 b,HD 95544,1,1,Radial Velocity,2021,2041.54152,1913.64484,6.021,0.049,1.01,,87.8049
3445,HD 95735 c,GJ 411,1,2,Radial Velocity,2021,2946.0,13.6,0.04279,0.132,0.39,4.89,5.675773
3447,HD 95872 b,HD 95872,1,1,Radial Velocity,2015,4375.0,1462.018,4.6,0.06,0.95,4.43,72.2195
3449,HD 96063 b,HD 96063,1,1,Radial Velocity,2011,362.5,403.6441,1.27,0.17,1.37,3.33,140.065
3451,HD 96127 b,HD 96127,1,1,Radial Velocity,2011,647.3,1271.32,4.0,0.3,0.91,2.06,587.659
3455,HD 96167 b,HD 96167,2,1,Radial Velocity,2009,498.1,225.6593,0.71,0.681,1.27,,85.3006
3456,HD 96700 b,HD 96700,1,3,Radial Velocity,2021,8.1245,8.9,0.028,0.138,0.89,4.39,25.4111
3457,HD 96700 c,HD 96700,1,3,Radial Velocity,2021,19.88,3.5,0.01101,0.293,0.89,4.39,25.4111
3458,HD 96700 d,HD 96700,1,3,Radial Velocity,2021,103.5,12.7,0.03996,0.27,0.89,4.39,25.4111
3459,HD 96992 b,HD 96992,1,1,Radial Velocity,2021,514.0,362.3262,1.14,0.41,0.96,2.76,396.082
3460,HD 97037 b,HD 97037,1,1,Radial Velocity,2022,6449.08337,6707.76853,21.105,0.357,1.06,,32.413
3461,HD 97048 b,HD 97048,1,1,Disk Kinematics,2019,,794.575,2.5,,2.4,,183.857
3471,HD 97658 b,HD 97658,1,1,Radial Velocity,2010,9.4909,7.86,0.02473,0.063,0.75,4.62,21.5618
3474,HD 98219 b,HD 98219,1,1,Radial Velocity,2011,436.89999,699.226,2.2,0.0,1.71,3.5,113.704
3478,HD 98649 b,HD 98649,1,1,Radial Velocity,2012,5697.3043,2665.30902,8.386,0.841,1.02,,42.1727
3479,HD 98736 b,HD 98736,2,1,Radial Velocity,2018,968.8,740.5439,2.33,0.226,0.92,,32.4459
3482,HD 99109 b,HD 99109,1,1,Radial Velocity,2005,439.29999,139.8452,0.44,0.09,0.76,4.34,54.7901
3483,HD 99283 b,HD 99283,1,1,Radial Velocity,2021,310.4,308.29355,0.97,0.2,1.76,2.57,111.093
3490,HD 99492 b,HD 99492,2,2,Radial Velocity,2004,17.0431,22.2481,0.07,0.25,0.48,4.28,18.2038
3491,HD 99492 c,HD 99492,2,2,Radial Velocity,2023,95.233,17.9,0.05632,0.063,0.85,4.57,18.2038
3494,HD 99706 b,HD 99706,1,2,Radial Velocity,2011,868.0,441.7837,1.39,0.37,1.7,3.07,146.6
3495,HD 99706 c,HD 99706,1,2,Radial Velocity,2018,1278.0,1808.4527,5.69,0.411,1.72,,146.6
3496,HIP 105854 b,HIP 105854,1,1,Radial Velocity,2014,184.2,2606.1,8.2,0.02,2.1,2.94,78.6381
3497,HIP 107772 b,HIP 107772,1,1,Radial Velocity,2020,55.199,12.9,0.04059,0.18,0.63,,23.6434
3498,HIP 107773 b,HIP 107773,1,1,Radial Velocity,2015,144.3,629.3034,1.98,0.09,2.42,2.6,105.18
3499,HIP 109384 b,HIP 109384,1,1,Radial Velocity,2016,499.48,495.8148,1.56,0.549,0.78,4.43,58.9582
3500,HIP 109600 b,HIP 109600,2,1,Radial Velocity,2016,232.08,851.7844,2.68,0.163,0.87,4.45,66.3361
3501,HIP 113103 b,HIP 113103,1,2,Transit,2023,7.610303,,,0.17,0.76,4.6,46.2122
3503,HIP 113103 c,HIP 113103,1,2,Transit,2023,14.2456603,,,,,4.57,46.2122
3504,HIP 114933 b,HIP 114933,1,1,Radial Velocity,2021,1481.6,616.58711,1.94,0.21,1.39,2.99,101.766
3508,HIP 116454 b,HIP 116454,2,1,Transit,2014,9.0949,10.1,0.03178,0.089,0.76,,62.4491
3510,HIP 12961 b,HIP 12961,1,1,Radial Velocity,2010,57.435,111.2405,0.35,0.166,0.62,4.59,23.371
3515,HIP 14810 b,HIP 14810,1,3,Radial Velocity,2005,6.6742,1242.66,3.91,0.147,0.98,4.41,50.48
3518,HIP 14810 c,HIP 14810,1,3,Radial Velocity,2006,95.2847,241.54,0.76,0.4091,0.98,4.41,50.48
3520,HIP 14810 d,HIP 14810,1,3,Radial Velocity,2009,952.0,181.1631,0.57,0.173,0.99,4.22,50.48
3521,HIP 19976 b,HIP 19976,1,1,Radial Velocity,2022,50.65905,21.61233,0.068,0.304,0.67,,40.2707
3523,HIP 21152 b,HIP 21152,2,1,Imaging,2022,23000.0,8835.62971,27.8,0.52,1.3,,43.4073
3525,HIP 29442 b,HIP 29442,1,3,Transit,2023,13.63083,9.6,0.0302,,0.89,4.39,68.192
3526,HIP 29442 c,HIP 29442,1,3,Radial Velocity,2023,3.53796,4.5,0.01416,,0.89,4.39,68.192
3527,HIP 29442 d,HIP 29442,1,3,Radial Velocity,2023,6.42975,5.1,0.01605,,0.89,4.39,68.192
3528,HIP 34222 b,HIP 34222,1,1,Radial Velocity,2021,159.986,263.79758,0.83,0.305,0.62,,22.8386
3529,HIP 35173 b,HIP 35173,1,1,Radial Velocity,2019,41.516,12.7,0.03996,0.16,0.79,,33.1562
3530,HIP 35965 b,HIP 35965,1,1,Radial Velocity,2022,26125.56497,2589.98369,8.149,0.138,0.78,,50.1677
3531,HIP 38594 b,HIP 38594,2,2,Radial Velocity,2020,60.722,8.1,0.02549,0.17,0.61,,17.7886
3532,HIP 38594 c,HIP 38594,2,2,Radial Velocity,2020,3477.768,48.4,0.15228,0.16,0.61,,17.7886
3535,HIP 41378 b,HIP 41378,1,5,Transit,2016,15.5712,,,,1.15,4.18,106.289
3538,HIP 41378 c,HIP 41378,1,5,Transit,2016,31.71802083,,,,,4.31,106.289
3542,HIP 41378 d,HIP 41378,1,5,Transit,2016,48.1,,,,1.14,4.2,106.289
3544,HIP 41378 e,HIP 41378,1,5,Transit,2016,,,,,1.17,,106.289
3547,HIP 41378 f,HIP 41378,1,5,Transit,2016,1084.0,,,,1.17,,106.289
3548,HIP 4845 b,HIP 4845,1,1,Radial Velocity,2020,34.15,14.4,0.04531,0.25,0.62,,21.0974
3549,HIP 48714 b,HIP 48714,1,1,Radial Velocity,2020,17.818,22.9,0.07205,0.5,0.58,,10.5298
3552,HIP 5158 b,HIP 5158,1,2,Radial Velocity,2009,345.72,305.1168,0.96,0.52,0.43,4.32,51.6026
3553,HIP 5158 c,HIP 5158,1,2,Radial Velocity,2011,9017.76,4780.1632,15.04,0.14,0.78,4.58,51.6026
3554,HIP 54373 b,HIP 54373,1,2,Radial Velocity,2019,7.76,8.62,0.02712,0.2,0.57,,18.7168
3555,HIP 54373 c,HIP 54373,1,2,Radial Velocity,2019,15.144,12.44,0.03914,0.2,0.57,,18.7168
3557,HIP 54597 b,HIP 54597,1,1,Radial Velocity,2023,3250.0,639.0,2.01,0.04,0.69,4.43,39.7429
3558,HIP 55507 b,HIP 55507,1,1,Radial Velocity,2022,5138.43727,2585.53409,8.135,0.362,0.65,,25.4893
3561,HIP 56640 b,HIP 56640,1,1,Radial Velocity,2021,2574.9,1166.43025,3.67,0.12,1.04,2.91,122.324
3564,HIP 57274 b,HIP 57274,1,3,Radial Velocity,2011,8.1352,6.3566,0.02,0.19,0.29,4.11,25.8618
3565,HIP 57274 c,HIP 57274,1,3,Radial Velocity,2011,32.03,130.0,0.40902,0.05,0.73,4.71,25.8618
3566,HIP 57274 d,HIP 57274,1,3,Radial Velocity,2011,431.7,167.4,0.5267,0.27,0.73,4.71,25.8618
3567,HIP 5763 b,HIP 5763,1,1,Radial Velocity,2021,30.014,162.09249,0.51,0.054,0.72,,31.9043
3568,HIP 63242 b,HIP 63242,1,1,Radial Velocity,2013,124.6,2917.56,9.18,0.23,1.54,2.53,156.456
3571,HIP 65 A b,HIP 65 A,2,1,Transit,2020,0.980972,,,,,4.5,61.7856
3572,HIP 65407 b,HIP 65407,1,2,Radial Velocity,2016,28.125,136.03124,0.428,0.14,0.93,4.47,61.7804
3573,HIP 65407 c,HIP 65407,1,2,Radial Velocity,2016,67.3,249.17872,0.784,0.12,0.93,4.47,61.7804
3574,HIP 65426 b,HIP 65426,1,1,Imaging,2017,,2860.47,9.0,,1.96,,108.875
3576,HIP 65891 b,HIP 65891,1,1,Radial Velocity,2015,1084.5,1906.98,6.0,0.13,2.5,2.9,150.292
3577,HIP 66074 b,HIP 66074,1,1,Astrometry,2023,310.9,1589.14204,5.0,0.948,0.7,4.58,35.4438
3579,HIP 67522 b,HIP 67522,1,1,Transit,2020,6.959503,,,0.059,1.22,,127.28
3582,HIP 67537 b,HIP 67537,1,1,Radial Velocity,2017,2550.0,4354.24918,13.7,0.589,2.41,2.85,116.046
3586,HIP 67851 b,HIP 67851,1,2,Radial Velocity,2015,89.06,429.05,1.35,0.17,1.3,3.04,64.1181
3590,HIP 67851 c,HIP 67851,1,2,Radial Velocity,2015,1626.0,1233.13,3.88,0.2,1.3,3.04,64.1181
3592,HIP 70849 b,HIP 70849,2,1,Radial Velocity,2009,3649.0,1430.22783,4.5,0.65,0.65,,24.0572
3593,HIP 71135 b,HIP 71135,1,1,Radial Velocity,2019,87.19,18.8,0.05915,0.21,0.66,,32.3311
3594,HIP 74890 b,HIP 74890,1,1,Radial Velocity,2016,822.3,762.792,2.4,0.07,1.74,3.1,78.6562
3595,HIP 75056 A b,HIP 75056 A,2,1,Imaging,2021,47000.0,7945.71018,25.0,0.5,1.92,,125.212
3596,HIP 75092 b,HIP 75092,1,1,Radial Velocity,2021,926.4,568.91285,1.79,0.42,1.28,3.09,81.6696
3599,HIP 78530 b,HIP 78530,1,1,Imaging,2010,,7322.49,23.04,,2.19,4.13,136.759
3600,HIP 79098 AB b,HIP 79098 AB,2,1,Imaging,2019,,6515.515,20.5,,3.75,,145.798
3601,HIP 79431 b,HIP 79431,1,1,Radial Velocity,2009,111.7,667.415,2.1,0.29,0.49,,14.5324
3602,HIP 81208 C b,HIP 81208 C,3,1,Imaging,2023,104100.0,4703.86042,14.8,,0.14,,147.533
3605,HIP 8541 b,HIP 8541,2,2,Radial Velocity,2016,1560.2,1748.065,5.5,0.16,1.17,2.7,155.121
3606,HIP 86221 b,HIP 86221,1,1,Radial Velocity,2021,2.224,225.65817,0.71,0.086,0.79,,29.4898
3608,HIP 90988 b,HIP 90988,1,1,Radial Velocity,2021,455.73816,668.07531,2.102,0.081,1.61,,94.0349
3610,HIP 91258 b,HIP 91258,1,1,Radial Velocity,2013,5.0505,346.4347,1.09,0.02,0.97,4.53,45.8846
3613,HIP 94235 b,HIP 94235,2,1,Transit,2022,7.713057,379.0,1.19247,0.32,1.09,4.46,58.5146
3614,HIP 948 b,HIP 948,1,1,Radial Velocity,2022,24955.45756,6547.26518,20.6,0.23,0.71,,34.8523
3616,HIP 9618 b,HIP 9618,1,2,Transit,2023,20.772907,10.0,0.03146,0.22,1.02,4.45,67.5478
3618,HIP 9618 c,HIP 9618,1,2,Transit,2023,52.56370562,,,,,4.47,67.5478
3620,HIP 97166 b,HIP 97166,1,2,Transit,2021,10.288898,,,,,4.5,65.9501
3621,HIP 97166 c,HIP 97166,1,2,Radial Velocity,2021,16.84,9.9,0.03115,0.25,0.9,4.41,65.9501
3624,HIP 97233 b,HIP 97233,1,1,Radial Velocity,2014,1054.0,7182.922,22.6,0.633,1.74,3.26,102.275
3625,HIP 99770 b,HIP 99770,1,1,Imaging,2023,18600.0,5117.03735,16.1,0.25,1.85,,40.0765
3626,HN Lib b,HN Lib,1,1,Radial Velocity,2023,36.116,5.46,0.01718,0.079,0.29,4.76,6.24442
3627,HN Peg b,HN Peg,1,1,Imaging,2006,,6991.57,21.9987,,,,18.1186
3628,HR 2562 b,HR 2562,1,1,Imaging,2016,,9534.9,30.0,,1.3,,34.0071
3631,HR 5183 b,HR 5183,2,1,Radial Velocity,2019,38350.0,1052.01203,3.31,0.875,1.07,4.02,31.4607
3634,HR 810 b,HR 810,1,1,Radial Velocity,1999,320.1,718.2958,2.26,0.161,1.03,,17.3181
3636,HR 858 b,HR 858,2,3,Transit,2019,3.58599,,,0.3,1.15,4.26,31.964
3638,HR 858 c,HR 858,2,3,Transit,2019,5.97391245,,,,,4.44,31.964
3640,HR 858 d,HR 858,2,3,Transit,2019,11.23,,,0.28,1.15,4.26,31.964
3644,HR 8799 b,HR 8799,1,4,Imaging,2008,,,,,1.61,4.3,41.2441
3648,HR 8799 c,HR 8799,1,4,Imaging,2008,69000.0,3000.0,10.0,,1.5,,41.2441
3652,HR 8799 d,HR 8799,1,4,Imaging,2008,,,,0.6,1.61,4.3,41.2441
3656,HR 8799 e,HR 8799,1,4,Imaging,2010,,3178.3,10.0,0.15,,4.0,41.2441
3657,HU Aqr AB b,HU Aqr,2,2,Eclipse Timing Variations,2011,2390.0,1875.197,5.9,0.0,0.88,,
3658,HU Aqr AB c,HU Aqr,2,2,Eclipse Timing Variations,2011,4368.0,1430.235,4.5,0.51,0.88,,
3659,IC 4651 9122 b,IC 4651 9122,1,1,Radial Velocity,2018,734.0,2002.329,6.3,0.18,2.1,2.52,859.324
3666,K2-10 b,K2-10,1,1,Transit,2015,19.3044,27.0,0.08495,0.31,0.92,4.5,272.36
3677,K2-100 b,K2-100,1,1,Transit,2016,1.673847,,,,,,188.959
3684,K2-101 b,K2-101,1,1,Transit,2016,14.67665,,,,,,188.33
3686,K2-102 b,K2-102,1,1,Transit,2016,9.915615,,,0.1,0.77,,188.175
3694,K2-104 b,K2-104,1,1,Transit,2016,1.9741954,,,,0.51,4.78,189.289
3703,K2-105 b,K2-105,1,1,Transit,2017,8.26698,,,,,,197.989
3708,K2-107 b,K2-107,1,1,Transit,2017,3.31392,266.9772,0.84,0.0,1.3,4.07,685.2
3715,K2-108 b,K2-108,1,1,Transit,2017,4.734,,,,0.96,3.93,477.295
3719,K2-11 b,K2-11,1,1,Transit,2015,39.93767,,,,1.35,,329.309
3727,K2-110 b,K2-110,1,1,Transit,2017,13.86375,16.7,0.05254,0.079,0.74,4.6,116.474
3733,K2-111 b,K2-111,1,2,Transit,2017,5.3518,5.29,0.01664,0.13,0.84,4.25,200.394
3735,K2-111 c,K2-111,1,2,Radial Velocity,2020,15.6805,11.08,0.03486,0.071,0.84,,200.394
3740,K2-113 b,K2-113,1,1,Transit,2017,5.8176452,,,,,4.27,635.722
3749,K2-114 b,K2-114,1,1,Transit,2017,11.3909344,,,,0.89,4.51,475.758
3758,K2-115 b,K2-115,1,1,Transit,2017,20.27362337,,,,1.03,4.58,413.591
3761,K2-116 b,K2-116,1,1,Transit,2017,4.655335,,,,0.73,4.64,49.3855
3769,K2-117 b,K2-117,1,2,Transit,2017,1.292,,,,0.51,4.72,101.632
3774,K2-117 c,K2-117,1,2,Transit,2017,5.44482,,,0.15,0.58,,101.632
3776,K2-118 b,K2-118,1,1,Transit,2017,50.9254,,,,,,321.722
3782,K2-119 b,K2-119,1,1,Transit,2017,7.727574,,,,,,365.581
3788,K2-12 b,K2-12,1,1,Transit,2015,8.2824161,,,,,,326.381
3791,K2-120 b,K2-120,1,1,Transit,2017,9.56183,,,,,,
3800,K2-121 b,K2-121,1,1,Transit,2017,5.185972,,,,0.74,4.68,169.398
3808,K2-122 b,K2-122,2,1,Transit,2017,2.2193023,,,,0.63,4.69,72.0444
3816,K2-123 b,K2-123,1,1,Transit,2017,30.956763,,,0.06,0.65,,161.555
3823,K2-124 b,K2-124,1,1,Transit,2017,6.413718,,,,,,140.385
3824,K2-125 b,K2-125,1,1,Transit,2017,21.750264,,,0.08,0.49,,124.156
3831,K2-126 b,K2-126,1,1,Transit,2017,7.38795716,,,,0.67,4.61,102.953
3836,K2-127 b,K2-127,1,1,Transit,2017,3.588163,,,,0.72,4.65,709.999
3839,K2-128 b,K2-128,1,1,Transit,2017,5.675814,,,,0.69,4.7,114.637
3841,K2-129 b,K2-129,1,1,Transit,2017,8.23981,,,,,,27.7957
3844,K2-13 b,K2-13,1,1,Transit,2015,40.062771,,,,,,342.394
3847,K2-130 b,K2-130,1,1,Transit,2017,2.494206,,,,,,118.011
3854,K2-131 b,K2-131,1,1,Transit,2017,0.3693038,6.5,0.02045,0.0,0.84,4.62,152.509
3859,K2-132 b,K2-132,1,1,Transit,2017,,155.7367,0.49,0.36,1.08,,609.818
3861,K2-133 b,K2-133,1,4,Transit,2017,3.0712,,,,0.51,,75.1703
3863,K2-133 c,K2-133,1,4,Transit,2017,4.86784,,,,0.46,,75.1703
3866,K2-133 d,K2-133,1,4,Transit,2017,11.02454,,,,0.46,,75.1703
3867,K2-133 e,K2-133,1,4,Transit,2019,26.5841,,,,0.46,,75.1703
3870,K2-136 b,K2-136,2,3,Transit,2017,7.9757,,,0.72,0.69,4.54,59.2474
3875,K2-136 c,K2-136,2,3,Transit,2017,17.3077,,,,0.71,4.63,59.2474
3878,K2-136 d,K2-136,2,3,Transit,2017,25.575,3.0,0.00944,0.071,0.74,4.68,59.2474
3880,K2-137 b,K2-137,1,1,Transit,2017,0.179715,158.915,0.5,0.0,0.46,4.82,98.8765
3883,K2-138 b,K2-138,1,6,Transit,2017,2.35309,3.1,0.00975,0.048,0.94,4.54,202.585
3886,K2-138 c,K2-138,1,6,Transit,2017,3.56015,,,,0.92,4.54,202.585
3889,K2-138 d,K2-138,1,6,Transit,2017,5.40478,,,0.348,0.93,4.59,202.585
3893,K2-138 e,K2-138,1,6,Transit,2017,8.26144,,,0.315,0.93,4.59,202.585
3896,K2-138 f,K2-138,1,6,Transit,2017,12.75758,,,,0.92,4.54,202.585
3898,K2-138 g,K2-138,1,6,Transit,2021,41.96797,4.32,0.01359,0.059,0.94,4.54,202.585
3903,K2-139 b,K2-139,1,1,Transit,2017,28.382206,,,,,,153.856
3908,K2-14 b,K2-14,1,1,Transit,2015,8.368791,,,0.14,0.62,,364.048
3912,K2-140 b,K2-140,1,1,Transit,2017,6.569188,295.58042,0.93,0.0,0.96,4.4,347.917
3917,K2-141 b,K2-141,1,2,Transit,2018,0.2803226,5.31,0.01671,0.0,0.66,4.58,61.8736
3919,K2-141 c,K2-141,1,2,Transit,2018,7.7485,8.0,0.02517,0.092,0.71,,61.8736
3928,K2-146 b,K2-146,1,2,Transit,2018,2.643528,,,,,,79.3002
3930,K2-146 c,K2-146,1,2,Transit,2019,4.00498,7.49,0.02358,0.075,0.33,,79.3002
3933,K2-147 b,K2-147,1,1,Transit,2018,0.961916,,,,,,90.5494
3935,K2-148 b,K2-148,2,3,Transit,2018,4.38393,,,,,,124.458
3937,K2-148 c,K2-148,2,3,Transit,2018,6.92251,,,,,,124.458
3939,K2-148 d,K2-148,2,3,Transit,2018,9.75833,,,,,,124.458
3940,K2-149 b,K2-149,1,1,Transit,2018,11.332,,,,0.59,4.71,123.676
3944,K2-15 b,K2-15,1,1,Transit,2015,11.808398,,,,,,493.992
3946,K2-150 b,K2-150,1,1,Transit,2018,10.59366,,,,,,102.483
3950,K2-151 b,K2-151,2,1,Transit,2018,3.835476,,,,0.47,4.8,69.4798
3952,K2-152 b,K2-152,1,1,Transit,2018,32.6527,,,,0.65,4.66,108.449
3954,K2-153 b,K2-153,1,1,Transit,2018,7.51554,,,,0.51,4.76,143.125
3956,K2-154 b,K2-154,1,2,Transit,2018,3.67626,,,,0.65,4.65,129.356
3958,K2-154 c,K2-154,1,2,Transit,2018,7.95478,,,,0.67,4.64,129.356
3960,K2-155 b,K2-155,1,3,Transit,2018,6.342,,,,0.65,4.6,72.7998
3963,K2-155 c,K2-155,1,3,Transit,2018,13.85151581,,,,,4.58,72.7998
3965,K2-155 d,K2-155,1,3,Transit,2018,40.6835,,,,0.54,4.73,72.7998
3968,K2-156 b,K2-156,1,1,Transit,2018,0.81314,,,,0.66,4.62,150.21
3970,K2-157 b,K2-157,1,1,Transit,2018,0.365261,,,,,4.5,298.373
3972,K2-158 b,K2-158,1,2,Transit,2018,10.062106,,,,0.93,4.46,197.299
3973,K2-158 c,K2-158,1,2,Transit,2018,5.90279,,,,0.92,4.45,197.299
3975,K2-159 b,K2-159,1,1,Transit,2018,12.42205,,,,0.9,4.56,170.998
3980,K2-16 b,K2-16,1,3,Transit,2015,7.62117,,,,,,334.967
3985,K2-16 c,K2-16,1,3,Transit,2015,19.0702,,,,,,334.967
3986,K2-160 b,K2-160,1,1,Transit,2018,3.705871,,,,0.98,4.61,315.363
3987,K2-161 b,K2-161,1,1,Transit,2018,9.283188,,,,0.99,3.63,916.319
3989,K2-162 b,K2-162,1,1,Transit,2018,9.457747,,,,0.78,4.71,124.433
3990,K2-163 b,K2-163,1,1,Transit,2018,6.673117,,,,0.83,4.71,208.529
3993,K2-164 b,K2-164,1,1,Transit,2018,17.3678,,,,,,375.67
3994,K2-165 b,K2-165,1,3,Transit,2018,2.354992,,,,0.83,4.46,134.591
3995,K2-165 c,K2-165,1,3,Transit,2018,4.382745,,,,0.83,4.46,134.591
3997,K2-165 d,K2-165,1,3,Transit,2018,14.101361,,,,0.83,4.46,134.591
3999,K2-166 b,K2-166,1,2,Transit,2018,8.52695,,,,1.16,4.09,476.882
4005,K2-167 b,K2-167,1,1,Transit,2018,9.97833193,,,,,4.1,80.8994
4009,K2-168 b,K2-168,1,2,Transit,2018,15.8523,,,,0.88,,243.935
4012,K2-169 b,K2-169,1,1,Transit,2018,6.380803,,,,0.99,4.56,235.867
4018,K2-17 b,K2-17,1,1,Transit,2015,17.96753,,,,0.71,,125.106
4021,K2-170 b,K2-170,1,2,Transit,2018,7.5767206,,,,,,392.872
4024,K2-170 c,K2-170,1,2,Transit,2018,12.3988,,,,,,392.872
4027,K2-171 b,K2-171,1,1,Transit,2018,5.6228,,,,,,606.128
4030,K2-172 b,K2-172,1,2,Transit,2018,14.3181,,,,,,249.742
4034,K2-172 c,K2-172,1,2,Transit,2018,29.626402,,,,,,249.742
4036,K2-173 b,K2-173,1,1,Transit,2018,5.86639571,,,,0.98,4.43,228.641
4043,K2-174 b,K2-174,1,1,Transit,2018,19.562743,,,,0.67,4.62,99.9293
4044,K2-175 b,K2-175,1,1,Transit,2018,9.525988,,,,1.09,4.11,247.266
4046,K2-176 b,K2-176,1,1,Transit,2018,5.32944,,,,,,247.302
4047,K2-177 b,K2-177,1,1,Transit,2018,14.155185,,,,1.21,4.38,492.167
4049,K2-178 b,K2-178,1,1,Transit,2018,8.74809,,,,,,214.753
4052,K2-179 b,K2-179,1,1,Transit,2018,5.17222,,,,,,190.81
4062,K2-18 b,K2-18,1,2,Transit,2015,32.940045,8.63,0.02715,,0.5,,38.0266
4063,K2-18 c,K2-18,1,2,Radial Velocity,2017,8.962,7.51,0.02363,0.47,0.36,,38.0266
4071,K2-180 b,K2-180,1,1,Transit,2018,8.8665,11.44182,0.036,0.0,0.71,4.3,203.896
4077,K2-181 b,K2-181,1,1,Transit,2018,6.894252,,,,1.04,4.46,360.911
4086,K2-182 b,K2-182,1,1,Transit,2018,4.7369729,,,,0.84,4.56,154.83
4089,K2-183 b,K2-183,1,3,Transit,2018,0.469287,,,,,,329.041
4096,K2-183 c,K2-183,1,3,Transit,2018,10.793471,,,,0.94,4.6,329.041
4101,K2-183 d,K2-183,1,3,Transit,2018,22.620344,,,,,4.6,329.041
4108,K2-184 b,K2-184,1,1,Transit,2018,16.99291698,,,,0.89,4.62,75.5857
4111,K2-185 b,K2-185,1,2,Transit,2018,10.616384,,,,0.96,4.48,268.357
4114,K2-185 c,K2-185,1,2,Transit,2018,52.714072,,,,,,268.357
4116,K2-186 b,K2-186,1,1,Transit,2018,41.474219,,,,1.02,4.45,330.739
4120,K2-187 b,K2-187,1,4,Transit,2018,0.773987,,,,,,330.916
4125,K2-187 c,K2-187,1,4,Transit,2018,2.871348,,,,,,330.916
4132,K2-187 d,K2-187,1,4,Transit,2018,7.149584,,,,,4.6,330.916
4137,K2-187 e,K2-187,1,4,Transit,2018,13.60496,,,,,,330.916
4139,K2-188 b,K2-188,1,2,Transit,2018,1.742169,,,,1.06,4.31,446.821
4146,K2-188 c,K2-188,1,2,Transit,2018,7.80905,,,,,,446.821
4149,K2-189 b,K2-189,1,2,Transit,2018,5.1763,,,,0.93,4.61,242.113
4155,K2-189 c,K2-189,1,2,Transit,2018,6.67913,,,,,,242.113
4169,K2-19 b,K2-19,1,3,Transit,2015,7.919454,,,0.0,0.89,4.52,289.827
4181,K2-19 c,K2-19,1,3,Transit,2015,11.90701,,,0.0,0.89,4.52,289.827
4187,K2-19 d,K2-19,1,3,Transit,2016,2.50856,14.0,0.04405,0.0,0.93,4.63,289.827
4190,K2-190 b,K2-190,1,2,Transit,2018,10.098858,,,,0.9,4.38,160.679
4191,K2-190 c,K2-190,1,2,Transit,2018,21.574023,,,,0.9,4.38,160.679
4195,K2-191 b,K2-191,1,1,Transit,2018,2.85847,,,,,,287.188
