loc_rowid,pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_bmasse,pl_bmassj,pl_orbeccen,st_mass,st_logg,sy_dist
26126,Kepler-529 b,Kepler-529,1,3,Transit,2016,1.98035667,,,,,,799.008
26135,Kepler-529 c,Kepler-529,1,3,Transit,2016,12.83447558,,,,,,799.008
26142,Kepler-529 d,Kepler-529,1,3,Transit,2021,35.8657306,,,0.0,0.98,4.53,799.008
26153,Kepler-53 b,Kepler-53,1,3,Transit,2012,18.649,103.1,0.324,,1.02,,1366.07
26165,Kepler-53 c,Kepler-53,1,3,Transit,2012,38.5583038,36.0,0.11327,,0.98,4.53,1366.07
26175,Kepler-53 d,Kepler-53,1,3,Transit,2014,9.75193182,,,0.0,1.02,4.5,1366.07
26185,Kepler-530 b,Kepler-530,2,1,Transit,2016,39.30941904,,,,0.97,4.53,457.709
26194,Kepler-531 b,Kepler-531,1,1,Transit,2016,29.88487723,,,0.0,0.72,4.55,252.762
26204,Kepler-532 b,Kepler-532,1,1,Transit,2016,12.924907,,,,0.84,4.58,312.798
26214,Kepler-533 b,Kepler-533,1,1,Transit,2016,28.51118228,,,,0.73,4.52,302.955
26223,Kepler-534 b,Kepler-534,1,2,Transit,2016,15.95994513,,,,1.05,4.48,570.659
26231,Kepler-534 c,Kepler-534,1,2,Transit,2021,7.37867551,,,0.0,1.07,4.5,570.659
26241,Kepler-535 b,Kepler-535,1,1,Transit,2016,4.9033218,,,,1.11,4.22,685.599
26251,Kepler-536 b,Kepler-536,1,1,Transit,2016,1.8270813,,,0.0,0.92,3.99,462.322
26261,Kepler-537 b,Kepler-537,1,1,Transit,2016,3.24754881,,,0.0,1.09,4.5,439.4
26273,Kepler-538 b,Kepler-538,2,1,Transit,2016,81.73747,,,0.0,0.85,4.49,155.956
26284,Kepler-539 b,Kepler-539,1,2,Transit,2016,125.6291479,,,,1.01,4.47,307.318
26285,Kepler-539 c,Kepler-539,1,2,Transit Timing Variations,2016,1000.0,762.792,2.4,0.5,1.05,4.5,307.318
26299,Kepler-54 b,Kepler-54,1,3,Transit,2012,8.01081478,,,0.0,0.49,4.78,271.701
26312,Kepler-54 c,Kepler-54,1,3,Transit,2012,12.07134205,,,,0.52,4.71,271.701
26325,Kepler-54 d,Kepler-54,1,3,Transit,2014,20.99589959,,,0.0,0.49,4.78,271.701
26335,Kepler-540 b,Kepler-540,1,1,Transit,2016,172.7046083,,,,1.04,4.26,390.374
26345,Kepler-541 b,Kepler-541,1,1,Transit,2016,5.0800579,,,0.0,1.36,3.77,1060.68
26355,Kepler-542 b,Kepler-542,1,1,Transit,2016,13.14496443,,,,0.93,4.41,436.016
26365,Kepler-543 b,Kepler-543,1,1,Transit,2016,13.89963233,,,0.0,0.65,4.61,221.802
26375,Kepler-544 b,Kepler-544,1,1,Transit,2016,21.41611518,,,,1.21,4.13,963.18
26385,Kepler-545 b,Kepler-545,1,1,Transit,2016,13.24934059,,,0.0,1.07,4.5,818.001
26395,Kepler-546 b,Kepler-546,1,1,Transit,2016,4.14702119,,,,1.01,4.15,1019.65
26405,Kepler-547 b,Kepler-547,1,1,Transit,2016,6.01038334,,,0.0,0.72,4.56,378.972
26415,Kepler-548 b,Kepler-548,1,1,Transit,2016,4.4541913,,,0.0,0.8,4.47,751.776
26426,Kepler-549 b,Kepler-549,1,3,Transit,2016,42.95,11.0,0.03461,,0.9,,635.145
26435,Kepler-549 c,Kepler-549,1,3,Transit,2016,117.040498,,,,0.88,4.54,635.145
26443,Kepler-549 d,Kepler-549,1,3,Transit,2023,24.61482073,,,0.0,0.84,4.5,635.145
26454,Kepler-55 b,Kepler-55,1,5,Transit,2012,27.9653169,,,,0.69,4.57,578.796
26465,Kepler-55 c,Kepler-55,1,5,Transit,2012,42.1412664,,,0.0,0.65,4.61,578.796
26475,Kepler-55 d,Kepler-55,1,5,Transit,2014,2.21112285,,,0.0,0.65,4.61,578.796
26485,Kepler-55 e,Kepler-55,1,5,Transit,2014,4.617519,,,0.0,0.63,4.68,578.796
26495,Kepler-55 f,Kepler-55,1,5,Transit,2014,10.198574,,,0.0,0.63,4.68,578.796
26505,Kepler-550 b,Kepler-550,1,1,Transit,2016,8.600121,,,0.0,0.78,4.5,531.944
26515,Kepler-551 b,Kepler-551,1,1,Transit,2016,12.3764661,,,0.0,0.51,4.78,311.175
26525,Kepler-552 b,Kepler-552,1,1,Transit,2016,5.26341136,,,,1.04,4.4,843.689
26535,Kepler-553 b,Kepler-553,1,2,Transit,2016,4.03046804,,,0.0,0.95,4.51,728.525
26544,Kepler-553 c,Kepler-553,1,2,Transit,2016,,,,,,,728.525
26554,Kepler-554 b,Kepler-554,1,1,Transit,2016,1.90220835,,,,0.92,4.39,690.525
26564,Kepler-555 b,Kepler-555,1,1,Transit,2016,16.21775407,,,0.0,0.88,4.58,973.121
26574,Kepler-556 b,Kepler-556,1,1,Transit,2016,11.72292176,,,0.0,1.03,4.51,674.598
26584,Kepler-557 b,Kepler-557,1,1,Transit,2016,3.70598955,,,0.0,1.0,4.41,2097.12
26594,Kepler-558 b,Kepler-558,1,1,Transit,2016,29.00789166,,,0.0,0.86,4.57,661.876
26604,Kepler-559 b,Kepler-559,1,1,Transit,2016,17.58752333,,,0.0,0.94,4.33,776.708
26618,Kepler-56 b,Kepler-56,1,3,Transit,2012,10.5007334,,,0.0,1.32,3.31,912.994
26632,Kepler-56 c,Kepler-56,1,3,Transit,2012,21.4054901,,,,1.29,3.3,912.994
26633,Kepler-56 d,Kepler-56,1,3,Radial Velocity,2016,1002.0,1784.0,5.61,0.2,,,912.994
26645,Kepler-560 b,Kepler-560,2,1,Transit,2016,18.47760503,,,,0.4,4.82,109.308
26655,Kepler-561 b,Kepler-561,1,2,Transit,2016,58.36205791,,,,0.94,4.48,621.378
26665,Kepler-561 c,Kepler-561,1,2,Transit,2016,5.35015611,,,0.0,0.97,4.47,621.378
26675,Kepler-562 b,Kepler-562,1,1,Transit,2016,,,,,,,992.769
26685,Kepler-563 b,Kepler-563,1,1,Transit,2016,,,,,,,565.207
26695,Kepler-564 b,Kepler-564,1,1,Transit,2016,3.75083342,,,,0.99,4.44,863.037
26703,Kepler-565 b,Kepler-565,1,1,Transit,2016,4.2437481,,,0.0,0.93,4.55,
26713,Kepler-566 b,Kepler-566,1,1,Transit,2016,18.42794624,,,0.0,0.74,4.53,564.277
26723,Kepler-567 b,Kepler-567,1,1,Transit,2016,,,,,,,558.81
26733,Kepler-568 b,Kepler-568,1,1,Transit,2016,11.02347475,,,,0.55,4.73,130.645
26743,Kepler-569 b,Kepler-569,1,1,Transit,2016,34.18890521,,,0.0,1.01,4.51,638.301
26755,Kepler-57 b,Kepler-57,1,2,Transit,2012,,,,,,,644.14
26766,Kepler-57 c,Kepler-57,1,2,Transit,2012,11.609257,,,0.0,0.84,4.62,644.14
26776,Kepler-570 b,Kepler-570,1,1,Transit,2016,4.301662,,,0.0,0.88,4.51,568.148
26786,Kepler-571 b,Kepler-571,1,1,Transit,2016,4.79860846,,,,0.95,4.54,723.875
26796,Kepler-572 b,Kepler-572,1,1,Transit,2016,17.20523483,,,0.0,0.77,4.64,504.667
26806,Kepler-573 b,Kepler-573,1,1,Transit,2016,22.18333217,,,,1.0,4.36,771.471
26816,Kepler-574 b,Kepler-574,1,1,Transit,2016,7.65880048,,,0.0,0.86,4.51,682.896
26826,Kepler-575 b,Kepler-575,1,1,Transit,2016,9.37891944,,,,0.97,4.47,853.977
26836,Kepler-576 b,Kepler-576,1,1,Transit,2016,29.9111886,,,0.0,0.85,4.4,617.55
26846,Kepler-577 b,Kepler-577,1,1,Transit,2016,25.69581456,,,,0.83,4.66,524.247
26856,Kepler-578 b,Kepler-578,1,1,Transit,2016,1.61688337,,,,0.9,4.57,541.432
26866,Kepler-579 b,Kepler-579,1,1,Transit,2016,9.66857723,,,0.0,0.88,4.54,530.765
26878,Kepler-58 b,Kepler-58,1,4,Transit,2012,10.2184954,35.5,0.1117,,0.95,4.39,969.252
26890,Kepler-58 c,Kepler-58,1,4,Transit,2012,,,,,,,969.252
26901,Kepler-58 d,Kepler-58,1,4,Transit,2014,,,,,,,969.252
26908,Kepler-58 e,Kepler-58,1,4,Transit,2023,4.45814897,,,,1.02,4.43,969.252
26918,Kepler-580 b,Kepler-580,1,1,Transit,2016,8.22241966,,,,0.67,4.66,323.899
26928,Kepler-581 b,Kepler-581,1,1,Transit,2016,40.60705649,,,,1.01,4.58,703.758
26938,Kepler-582 b,Kepler-582,1,1,Transit,2016,,,,,,,613.179
26948,Kepler-583 b,Kepler-583,1,1,Transit,2016,6.5100253,,,0.0,1.03,4.33,867.271
26958,Kepler-584 b,Kepler-584,1,1,Transit,2016,35.1810304,,,0.0,1.21,4.37,1848.84
26968,Kepler-585 b,Kepler-585,1,1,Transit,2016,2.75235975,,,,0.96,4.49,585.187
26978,Kepler-586 b,Kepler-586,1,1,Transit,2016,2.1047142,,,0.0,0.9,4.58,693.766
26988,Kepler-587 b,Kepler-587,1,1,Transit,2016,10.94026745,,,,0.96,4.56,787.894
26998,Kepler-588 b,Kepler-588,1,1,Transit,2016,4.22162619,,,,1.03,4.23,1209.4
27008,Kepler-589 b,Kepler-589,1,2,Transit,2016,16.54964644,,,,0.9,4.58,612.803
27015,Kepler-589 c,Kepler-589,1,2,Transit,2021,3.52467,,,0.0,0.8,4.46,612.803
27025,Kepler-59 b,Kepler-59,1,2,Transit,2012,11.86817,,,0.0,1.14,4.45,1163.22
27035,Kepler-59 c,Kepler-59,1,2,Transit,2012,17.97759021,,,,1.12,4.24,1163.22
27045,Kepler-590 b,Kepler-590,1,1,Transit,2016,5.852981,,,0.0,1.02,4.44,1421.81
27055,Kepler-591 b,Kepler-591,1,1,Transit,2016,81.1694299,,,0.0,1.04,4.5,785.137
27065,Kepler-592 b,Kepler-592,1,1,Transit,2016,2.82019241,,,0.0,1.04,4.49,1153.13
27075,Kepler-593 b,Kepler-593,1,1,Transit,2016,21.21708973,,,0.0,1.01,4.44,973.76
27085,Kepler-594 b,Kepler-594,1,1,Transit,2016,13.64622009,,,,0.91,4.44,769.2
27095,Kepler-595 b,Kepler-595,1,2,Transit,2016,25.30291816,,,,0.87,4.52,643.009
27098,Kepler-595 c,Kepler-595,1,2,Transit,2020,12.3860474,,,0.0,0.82,4.46,643.009
27108,Kepler-596 b,Kepler-596,1,1,Transit,2016,21.30022655,,,0.0,1.07,4.38,1023.85
27118,Kepler-597 b,Kepler-597,1,1,Transit,2016,13.02363236,,,0.0,0.93,4.45,663.418
27127,Kepler-598 b,Kepler-598,1,2,Transit,2016,3.70175428,,,0.0,0.81,4.44,681.086
27135,Kepler-598 c,Kepler-598,1,2,Transit,2020,86.4943704,,,,0.9,4.48,681.086
27145,Kepler-599 b,Kepler-599,1,1,Transit,2016,15.65562652,,,0.0,0.78,4.48,558.517
27161,Kepler-6 b,Kepler-6,1,1,Transit,2009,3.2346996,212.31044,0.668,,1.21,4.24,587.039
27174,Kepler-60 b,Kepler-60,1,3,Transit,2012,7.1329472,,,,1.07,4.13,1025.1
27188,Kepler-60 c,Kepler-60,1,3,Transit,2012,8.91902447,,,,1.09,4.26,1025.1
27200,Kepler-60 d,Kepler-60,1,3,Transit,2012,11.90162,,,0.0,1.12,4.16,1025.1
27210,Kepler-600 b,Kepler-600,1,1,Transit,2016,23.67517607,,,,0.84,4.56,619.723
27220,Kepler-601 b,Kepler-601,1,1,Transit,2016,5.378868,,,,0.86,4.59,414.825
27230,Kepler-602 b,Kepler-602,1,1,Transit,2016,15.28469497,,,0.0,1.06,4.47,1159.31
27240,Kepler-603 b,Kepler-603,1,3,Transit,2016,21.05358596,,,0.0,0.98,4.52,1539.63
27250,Kepler-603 c,Kepler-603,1,3,Transit,2016,127.905412,,,,1.05,4.08,1539.63
27259,Kepler-603 d,Kepler-603,1,3,Transit,2016,6.21720925,,,,1.05,4.08,1539.63
27269,Kepler-604 b,Kepler-604,1,1,Transit,2016,25.85501786,,,0.0,1.04,4.49,1026.49
27279,Kepler-605 b,Kepler-605,1,2,Transit,2016,3.38353535,,,,0.95,4.56,556.58
27288,Kepler-605 c,Kepler-605,1,2,Transit,2016,2.35895152,,,0.0,0.92,4.57,556.58
27298,Kepler-606 b,Kepler-606,1,1,Transit,2016,24.31587,,,0.0,1.11,4.46,1215.11
27307,Kepler-607 b,Kepler-607,1,2,Transit,2016,0.6381632,,,0.0,0.81,4.45,519.122
27315,Kepler-607 c,Kepler-607,1,2,Transit,2021,39.6767095,,,,0.92,4.65,519.122
27325,Kepler-608 b,Kepler-608,1,1,Transit,2016,6.41251504,,,,1.0,4.43,946.683
27335,Kepler-609 b,Kepler-609,1,1,Transit,2016,6.52120963,,,,1.01,4.34,1065.82
27349,Kepler-61 b,Kepler-61,1,1,Transit,2013,59.877824,,,0.0,0.6,4.66,335.079
27359,Kepler-610 b,Kepler-610,1,2,Transit,2016,6.99692655,,,0.0,1.01,4.54,845.824
27369,Kepler-610 c,Kepler-610,1,2,Transit,2016,151.86392,,,,1.1,4.37,845.824
27379,Kepler-611 b,Kepler-611,1,1,Transit,2016,2.4370333,,,0.0,1.09,4.49,1395.56
27389,Kepler-612 b,Kepler-612,1,1,Transit,2016,3.72215641,,,0.0,0.88,4.57,1445.53
27399,Kepler-613 b,Kepler-613,1,1,Transit,2016,15.77979614,,,0.0,1.0,4.52,861.494
27409,Kepler-614 b,Kepler-614,1,1,Transit,2016,14.03491514,,,0.0,0.73,4.51,527.995
27418,Kepler-615 b,Kepler-615,1,1,Transit,2016,10.35584657,,,0.0,0.54,4.7,
27427,Kepler-616 b,Kepler-616,1,3,Transit,2016,9.99761851,,,0.0,1.06,4.48,945.775
27436,Kepler-616 c,Kepler-616,1,3,Transit,2016,90.4117992,,,,0.98,4.47,945.775
27444,Kepler-616 d,Kepler-616,1,3,Transit,2021,25.53370554,,,,0.98,4.47,945.775
27454,Kepler-617 b,Kepler-617,1,1,Transit,2016,1.68269615,,,,0.51,4.77,173.354
27464,Kepler-618 b,Kepler-618,1,1,Transit,2016,3.59578591,,,,1.04,4.29,1221.96
27474,Kepler-619 b,Kepler-619,1,3,Transit,2016,5.4042722,,,0.0,1.04,4.49,900.678
27483,Kepler-619 c,Kepler-619,1,3,Transit,2016,1.20846503,,,,1.09,4.38,900.678
27491,Kepler-619 d,Kepler-619,1,3,Transit,2023,11.67894236,,,0.0,1.04,4.49,900.678
27502,Kepler-62 b,Kepler-62,1,5,Transit,2013,5.71489072,,,,0.72,4.65,300.874
27511,Kepler-62 c,Kepler-62,1,5,Transit,2013,12.4416871,,,0.0,0.64,4.61,300.874
27522,Kepler-62 d,Kepler-62,1,5,Transit,2013,18.16407876,,,0.0,0.64,4.61,300.874
27534,Kepler-62 e,Kepler-62,1,5,Transit,2013,122.38742,,,0.0,0.65,4.69,300.874
27544,Kepler-62 f,Kepler-62,1,5,Transit,2013,267.283301,,,,0.72,4.65,300.874
27554,Kepler-620 b,Kepler-620,1,1,Transit,2016,12.91384,,,0.0,1.12,4.41,1355.28
27563,Kepler-621 b,Kepler-621,1,1,Transit,2016,2.62811375,,,0.0,0.58,4.71,
27573,Kepler-622 b,Kepler-622,1,1,Transit,2016,14.2822923,,,,0.64,4.51,284.761
27583,Kepler-623 b,Kepler-623,1,1,Transit,2016,9.07098194,,,,0.91,4.57,737.702
27593,Kepler-624 b,Kepler-624,1,1,Transit,2016,14.58649607,,,,1.1,4.33,748.188
27603,Kepler-625 b,Kepler-625,1,2,Transit,2016,7.75192492,,,0.0,1.17,4.44,760.708
27612,Kepler-625 c,Kepler-625,1,2,Transit,2016,4.16533644,,,,1.13,4.17,760.708
27622,Kepler-626 b,Kepler-626,1,1,Transit,2016,14.48587084,,,,0.99,4.42,635.643
27632,Kepler-627 b,Kepler-627,1,1,Transit,2016,40.69944,,,0.0,1.24,4.18,984.307
27641,Kepler-628 b,Kepler-628,1,1,Transit,2016,15.4580567,,,0.0,1.07,4.17,897.901
27651,Kepler-629 b,Kepler-629,1,1,Transit,2016,7.2385854,,,,0.93,4.55,372.05
27663,Kepler-63 b,Kepler-63,1,1,Transit,2013,9.43415109,,,0.0,0.99,4.55,194.033
27673,Kepler-630 b,Kepler-630,1,1,Transit,2016,161.4746786,,,0.0,0.96,4.38,839.784
27683,Kepler-631 b,Kepler-631,1,1,Transit,2016,17.97988,,,0.0,1.18,4.42,761.966
27692,Kepler-632 b,Kepler-632,1,1,Transit,2016,30.99660733,,,,0.91,4.55,
27701,Kepler-633 b,Kepler-633,1,2,Transit,2016,8.50340718,,,,1.02,4.32,680.54
27709,Kepler-633 c,Kepler-633,1,2,Transit,2021,23.78300512,,,,,,680.54
27719,Kepler-634 b,Kepler-634,1,1,Transit,2016,5.16950177,,,,1.03,4.26,888.027
27729,Kepler-635 b,Kepler-635,1,1,Transit,2016,23.44966251,,,,1.23,3.94,1141.08
27739,Kepler-636 b,Kepler-636,2,1,Transit,2016,16.08065871,,,,,,310.301
27749,Kepler-637 b,Kepler-637,1,1,Transit,2016,23.20584623,,,0.0,1.3,4.22,786.091
27759,Kepler-638 b,Kepler-638,1,1,Transit,2016,6.07972888,,,0.0,0.85,3.96,991.214
27769,Kepler-639 b,Kepler-639,1,1,Transit,2016,10.214019,,,0.0,1.07,4.41,850.242
27779,Kepler-640 b,Kepler-640,1,1,Transit,2016,,,,,,,557.787
27789,Kepler-641 b,Kepler-641,1,1,Transit,2016,9.48966441,,,,0.96,3.94,969.918
27799,Kepler-642 b,Kepler-642,1,1,Transit,2016,4.41745855,,,0.0,1.18,4.38,781.582
27810,Kepler-643 b,Kepler-643,1,1,Transit,2016,16.33888067,,,0.0,1.08,3.65,1063.58
27820,Kepler-644 b,Kepler-644,1,1,Transit,2016,,,,,,,1318.05
27830,Kepler-645 b,Kepler-645,1,1,Transit,2016,3.27581872,,,,1.23,4.22,1173.57
27840,Kepler-646 b,Kepler-646,1,1,Transit,2016,15.87364565,,,,0.93,4.49,451.794
27850,Kepler-647 b,Kepler-647,1,2,Transit,2016,16.2254649,,,0.0,0.93,4.36,1087.87
27858,Kepler-647 c,Kepler-647,1,2,Transit,2020,29.66629667,,,0.0,0.93,4.36,1087.87
27868,Kepler-648 b,Kepler-648,1,1,Transit,2016,17.42119869,,,,1.0,4.46,636.03
27878,Kepler-649 b,Kepler-649,1,1,Transit,2016,29.90722674,,,0.0,0.81,4.34,513.748
27891,Kepler-65 b,Kepler-65,1,4,Transit,2012,2.1549189,,,0.0,1.21,4.36,303.728
27906,Kepler-65 c,Kepler-65,1,4,Transit,2012,,,,,,,303.728
27920,Kepler-65 d,Kepler-65,1,4,Transit,2012,8.131231,,,0.1,1.17,4.15,303.728
27921,Kepler-65 e,Kepler-65,1,4,Radial Velocity,2019,258.8,260.0,0.82,0.283,1.25,,303.728
27929,Kepler-650 b,Kepler-650,1,1,Transit,2016,3.03214795,,,0.0,1.08,4.15,884.378
27938,Kepler-651 b,Kepler-651,1,1,Transit,2016,21.38521506,,,,0.92,4.53,509.408
27948,Kepler-652 b,Kepler-652,1,1,Transit,2016,4.18200253,,,0.0,0.86,4.47,394.55
27958,Kepler-653 b,Kepler-653,1,2,Transit,2016,14.70754468,,,,0.97,4.23,595.634
27967,Kepler-653 c,Kepler-653,1,2,Transit,2016,0.90037648,,,0.0,1.08,4.39,595.634
27977,Kepler-654 b,Kepler-654,1,1,Transit,2016,,,,,,,974.124
27987,Kepler-655 b,Kepler-655,1,1,Transit,2016,46.40629893,,,,1.22,4.34,752.562
27997,Kepler-656 b,Kepler-656,1,2,Transit,2016,1.26025909,,,0.0,1.04,4.5,890.352
28004,Kepler-656 c,Kepler-656,1,2,Transit,2023,5.254582,,,0.0,0.86,4.59,890.352
28013,Kepler-657 b,Kepler-657,1,1,Transit,2016,24.54362,,,0.0,1.02,4.52,1691.88
28023,Kepler-658 b,Kepler-658,1,1,Transit,2016,1.28707676,,,0.0,0.53,4.75,388.384
28033,Kepler-659 b,Kepler-659,1,1,Transit,2016,17.671796,,,0.0,0.75,4.63,722.64
28044,Kepler-66 b,Kepler-66,1,1,Transit,2013,17.81595067,,,,1.0,4.48,1202.96
28053,Kepler-660 b,Kepler-660,1,1,Transit,2016,9.273827,,,0.0,0.7,4.61,568.431
28063,Kepler-661 b,Kepler-661,1,1,Transit,2016,6.02930132,,,,0.7,4.64,534.788
28073,Kepler-662 b,Kepler-662,1,1,Transit,2016,21.67699193,,,,0.79,4.39,815.637
28083,Kepler-663 b,Kepler-663,1,1,Transit,2016,,,,,,,1063.09
28093,Kepler-664 b,Kepler-664,1,1,Transit,2016,2.52559178,,,0.0,1.09,4.44,1210.12
28103,Kepler-665 b,Kepler-665,1,1,Transit,2016,16.01310205,,,0.0,0.79,4.5,612.838
28113,Kepler-666 b,Kepler-666,1,1,Transit,2016,4.49876092,,,0.0,1.05,4.49,1508.71
28123,Kepler-667 b,Kepler-667,1,1,Transit,2016,41.43958662,,,0.0,0.93,4.37,2302.45
28133,Kepler-668 b,Kepler-668,1,1,Transit,2016,8.35390639,,,0.0,0.86,4.58,784.618
28143,Kepler-669 b,Kepler-669,1,1,Transit,2016,4.125546,,,,1.02,4.07,2063.41
28154,Kepler-67 b,Kepler-67,1,1,Transit,2013,15.72591537,,,,0.87,4.55,1131.19
28165,Kepler-670 b,Kepler-670,1,1,Transit,2016,2.81650521,,,0.0,0.87,4.44,939.744
28175,Kepler-671 b,Kepler-671,1,1,Transit,2016,4.2809636,,,,0.94,4.38,1168.26
28185,Kepler-672 b,Kepler-672,1,1,Transit,2016,,,,,,,1033.93
28195,Kepler-673 b,Kepler-673,1,1,Transit,2016,3.72873109,,,0.0,0.91,4.58,918.21
28205,Kepler-674 b,Kepler-674,1,1,Transit,2016,2.24338185,,,0.0,0.47,4.8,342.254
28215,Kepler-675 b,Kepler-675,1,1,Transit,2016,,,,,,,665.68
28225,Kepler-676 b,Kepler-676,1,1,Transit,2016,11.59822172,,,0.0,0.51,4.76,295.196
28235,Kepler-677 b,Kepler-677,1,1,Transit,2016,6.575324,,,0.0,1.01,4.41,1954.08
28244,Kepler-678 b,Kepler-678,1,1,Transit,2016,7.27503724,,,,0.94,4.5,1826.15
28254,Kepler-679 b,Kepler-679,1,1,Transit,2016,12.39358604,,,,0.87,4.54,922.244
28271,Kepler-68 b,Kepler-68,2,4,Transit,2013,5.3987608,,,,,4.26,144.166
28286,Kepler-68 c,Kepler-68,2,4,Transit,2013,9.60502738,,,,1.06,4.26,144.166
28290,Kepler-68 d,Kepler-68,2,4,Radial Velocity,2013,580.0,300.972,0.947,0.18,1.08,4.28,144.166
28291,Kepler-68 e,Kepler-68,2,4,Radial Velocity,2023,3455.0,86.44933,0.272,0.33,1.06,,144.166
28300,Kepler-680 b,Kepler-680,1,1,Transit,2016,3.6899201,,,,0.99,4.19,1492.48
28310,Kepler-681 b,Kepler-681,1,1,Transit,2016,26.39432897,,,,0.81,4.53,686.923
28320,Kepler-682 b,Kepler-682,1,1,Transit,2016,12.61190667,,,,0.92,4.51,1979.25
28329,Kepler-683 b,Kepler-683,1,1,Transit,2016,2.53918318,,,,0.96,4.47,1023.07
28339,Kepler-684 b,Kepler-684,1,1,Transit,2016,6.77030038,,,,0.95,4.1,1731.27
28350,Kepler-685 b,Kepler-685,1,1,Transit,2016,1.6255222,,,0.0,1.01,4.39,938.715
28361,Kepler-686 b,Kepler-686,1,1,Transit,2016,1.59474546,,,0.0,0.9,4.49,1490.94
28371,Kepler-687 b,Kepler-687,1,1,Transit,2016,20.50588921,,,,0.77,4.56,633.66
28381,Kepler-688 b,Kepler-688,1,1,Transit,2016,3.89593653,,,,0.95,4.34,1357.75
28391,Kepler-689 b,Kepler-689,1,1,Transit,2016,22.36646466,,,,0.92,4.42,1131.73
28403,Kepler-69 b,Kepler-69,1,2,Transit,2013,13.72237104,,,0.0,0.81,4.4,730.625
28415,Kepler-69 c,Kepler-69,1,2,Transit,2013,242.467406,,,,1.03,4.25,730.625
28425,Kepler-690 b,Kepler-690,1,1,Transit,2016,7.74809437,,,0.0,1.15,4.43,1665.31
28435,Kepler-691 b,Kepler-691,1,1,Transit,2016,8.114379,,,0.0,0.54,4.74,279.115
28445,Kepler-692 b,Kepler-692,1,1,Transit,2016,21.81293494,,,0.0,0.93,4.41,991.336
28454,Kepler-693 b,Kepler-693,2,1,Transit,2016,15.37563332,,,0.0,0.72,4.55,1151.51
28464,Kepler-694 b,Kepler-694,1,1,Transit,2016,6.36583636,,,,0.98,4.44,1023.06
28473,Kepler-695 b,Kepler-695,1,1,Transit,2016,3.04033042,,,,0.84,4.57,842.947
28483,Kepler-696 b,Kepler-696,1,1,Transit,2016,4.19042557,,,,1.06,4.39,1416.44
28493,Kepler-697 b,Kepler-697,1,1,Transit,2016,3.70987078,,,,0.98,4.39,1277.33
28503,Kepler-698 b,Kepler-698,1,1,Transit,2016,16.3297527,,,0.0,0.99,4.44,1995.57
28520,Kepler-7 b,Kepler-7,1,1,Transit,2009,4.88548895,,,0.0,1.32,3.97,922.562
28530,Kepler-700 b,Kepler-700,1,1,Transit,2016,80.87159,,,0.0,0.96,4.55,1491.76
28540,Kepler-701 b,Kepler-701,1,1,Transit,2016,10.35533116,,,,0.9,4.5,774.152
28550,Kepler-702 b,Kepler-702,1,1,Transit,2016,10.52629331,,,,0.88,4.35,992.071
28560,Kepler-703 b,Kepler-703,1,1,Transit,2016,4.58352177,,,,1.05,4.41,1156.83
28569,Kepler-704 b,Kepler-704,1,1,Transit,2016,3.76181843,,,,0.95,4.27,1228.83
28580,Kepler-705 b,Kepler-705,1,1,Transit,2016,56.05597307,,,,0.55,4.69,276.881
28590,Kepler-706 b,Kepler-706,1,1,Transit,2016,41.4083208,,,,0.88,4.41,886.667
28599,Kepler-707 b,Kepler-707,1,1,Transit,2016,2.23749275,,,0.0,0.84,4.6,591.776
28609,Kepler-708 b,Kepler-708,1,1,Transit,2016,,,,,,,1394.22
28619,Kepler-709 b,Kepler-709,1,1,Transit,2016,,,,,,,664.843
28629,Kepler-710 b,Kepler-710,1,1,Transit,2016,,,,,,,1448.34
28639,Kepler-711 b,Kepler-711,1,1,Transit,2016,23.58906,,,0.0,0.71,4.6,624.575
28649,Kepler-712 b,Kepler-712,1,2,Transit,2016,21.02236,,,0.0,0.82,4.64,872.493
28659,Kepler-712 c,Kepler-712,1,2,Transit,2016,226.89104321,,,,0.83,4.59,872.493
28669,Kepler-713 b,Kepler-713,1,1,Transit,2016,,,,,,,1089.87
28679,Kepler-714 b,Kepler-714,1,1,Transit,2016,8.09888799,,,,1.09,4.37,2083.37
28689,Kepler-715 b,Kepler-715,1,1,Transit,2016,10.00653012,,,0.0,1.08,4.47,1327.44
28699,Kepler-716 b,Kepler-716,1,2,Transit,2016,10.37168928,,,,0.83,4.62,635.009
28706,Kepler-716 c,Kepler-716,1,2,Transit,2020,3.96994893,,,0.0,0.83,4.6,635.009
28715,Kepler-717 b,Kepler-717,1,1,Transit,2016,4.40841678,,,,1.0,3.8,2805.48
28726,Kepler-718 b,Kepler-718,1,1,Transit,2016,,,,,,,1302.33
28734,Kepler-719 b,Kepler-719,1,1,Transit,2016,5.00731778,,,0.0,0.92,4.56,2497.51
28745,Kepler-720 b,Kepler-720,1,1,Transit,2016,4.70832654,,,0.0,0.94,4.25,1065.37
28755,Kepler-721 b,Kepler-721,1,1,Transit,2016,5.3920269,,,0.0,0.92,4.59,926.598
28764,Kepler-722 b,Kepler-722,1,2,Transit,2016,4.09357325,,,,1.03,4.41,1239.5
28774,Kepler-722 c,Kepler-722,1,2,Transit,2016,105.145959,,,0.0,1.08,4.47,1239.5
28783,Kepler-723 b,Kepler-723,1,1,Transit,2016,4.08227507,,,0.0,0.87,4.57,1071.8
